sid|fname
265|datasets/VCTK-Corpus/wav22/p265/p265_337.wav|I would think about the end of January, the beginning of February.
330|datasets/VCTK-Corpus/wav22/p330/p330_324.wav|The party lasted all night.
250|datasets/VCTK-Corpus/wav22/p250/p250_342.wav|The countryside is in crisis.
270|datasets/VCTK-Corpus/wav22/p270/p270_148.wav|They have not been named.
314|datasets/VCTK-Corpus/wav22/p314/p314_224.wav|Little Voice is on general release.
310|datasets/VCTK-Corpus/wav22/p310/p310_291.wav|Now, though, he is back playing superbly for Blackburn.
251|datasets/VCTK-Corpus/wav22/p251/p251_256.wav|It's also important that they are not seen as a soft option.
288|datasets/VCTK-Corpus/wav22/p288/p288_134.wav|I'm so angry.
243|datasets/VCTK-Corpus/wav22/p243/p243_106.wav|Murray spent the early part of his career elsewhere.
230|datasets/VCTK-Corpus/wav22/p230/p230_273.wav|People want to see me on the screen.
227|datasets/VCTK-Corpus/wav22/p227/p227_183.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.
258|datasets/VCTK-Corpus/wav22/p258/p258_169.wav|I suspect the latter.
305|datasets/VCTK-Corpus/wav22/p305/p305_108.wav|Both reports appeared in the British Medical Journal.
247|datasets/VCTK-Corpus/wav22/p247/p247_194.wav|Did he trip ?)
261|datasets/VCTK-Corpus/wav22/p261/p261_468.wav|No other job in world football can compare to this one.
226|datasets/VCTK-Corpus/wav22/p226/p226_201.wav|It was an adventure.
310|datasets/VCTK-Corpus/wav22/p310/p310_221.wav|After that nothing could save him.
351|datasets/VCTK-Corpus/wav22/p351/p351_157.wav|I am proud of my team.
238|datasets/VCTK-Corpus/wav22/p238/p238_256.wav|That's what happened against Ayr.
293|datasets/VCTK-Corpus/wav22/p293/p293_136.wav|I could not believe what they were saying.
272|datasets/VCTK-Corpus/wav22/p272/p272_374.wav|The mood is upbeat.
261|datasets/VCTK-Corpus/wav22/p261/p261_283.wav|They included certain insurance policies, and his share of the house.
285|datasets/VCTK-Corpus/wav22/p285/p285_346.wav|Previously, they were raised in the European Court of Human Rights.
280|datasets/VCTK-Corpus/wav22/p280/p280_011.wav|I was independent but I am not now.
250|datasets/VCTK-Corpus/wav22/p250/p250_083.wav|Companies are now seeking to recover their losses.
347|datasets/VCTK-Corpus/wav22/p347/p347_189.wav|They might also be reviewed by their colleagues.
330|datasets/VCTK-Corpus/wav22/p330/p330_173.wav|There will be widespread support on all sides.
294|datasets/VCTK-Corpus/wav22/p294/p294_254.wav|That was the context of his remarks.
336|datasets/VCTK-Corpus/wav22/p336/p336_075.wav|About time too, you might think.
297|datasets/VCTK-Corpus/wav22/p297/p297_249.wav|We've never seen so many.
310|datasets/VCTK-Corpus/wav22/p310/p310_305.wav|And they all had these other commitments.
288|datasets/VCTK-Corpus/wav22/p288/p288_086.wav|Scotland will have strong defences as part of the United Kingdom.
244|datasets/VCTK-Corpus/wav22/p244/p244_268.wav|It seems a good thing to try.
240|datasets/VCTK-Corpus/wav22/p240/p240_231.wav|Referees are easy targets.
243|datasets/VCTK-Corpus/wav22/p243/p243_212.wav|When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.
275|datasets/VCTK-Corpus/wav22/p275/p275_383.wav|Off with their heads.
281|datasets/VCTK-Corpus/wav22/p281/p281_352.wav|My Dad is a hero.
269|datasets/VCTK-Corpus/wav22/p269/p269_249.wav|The car was just there.
273|datasets/VCTK-Corpus/wav22/p273/p273_271.wav|The response from everyone was wonderful.
262|datasets/VCTK-Corpus/wav22/p262/p262_004.wav|The proposals are to be debated on Monday by city councillors.
261|datasets/VCTK-Corpus/wav22/p261/p261_362.wav|The whole of southern Africa is in the grip of Aids.
246|datasets/VCTK-Corpus/wav22/p246/p246_212.wav|He has not been named.
227|datasets/VCTK-Corpus/wav22/p227/p227_306.wav|Moreover, it must be for all sports.
228|datasets/VCTK-Corpus/wav22/p228/p228_168.wav|We have waited a long time for this.
333|datasets/VCTK-Corpus/wav22/p333/p333_030.wav|Which means it matters.
262|datasets/VCTK-Corpus/wav22/p262/p262_224.wav|In fact, it is deeply unpleasant.
286|datasets/VCTK-Corpus/wav22/p286/p286_261.wav|But he gave no details.
254|datasets/VCTK-Corpus/wav22/p254/p254_048.wav|That time has passed.
259|datasets/VCTK-Corpus/wav22/p259/p259_342.wav|I am delighted for Simon.)
238|datasets/VCTK-Corpus/wav22/p238/p238_310.wav|Then we will face the Danish champions.
275|datasets/VCTK-Corpus/wav22/p275/p275_084.wav|I can't get a job.
229|datasets/VCTK-Corpus/wav22/p229/p229_140.wav|Any change would be subject to the Scottish Parliament's approval.
299|datasets/VCTK-Corpus/wav22/p299/p299_027.wav|I might have been sitting at home, with her out here.
275|datasets/VCTK-Corpus/wav22/p275/p275_273.wav|I came home by ambulance.
292|datasets/VCTK-Corpus/wav22/p292/p292_280.wav|I'll tell you honestly.
295|datasets/VCTK-Corpus/wav22/p295/p295_026.wav|I'm sure he didn't mean it.
282|datasets/VCTK-Corpus/wav22/p282/p282_014.wav|Oil embargo endorsed.
252|datasets/VCTK-Corpus/wav22/p252/p252_018.wav|The process will start tomorrow.
298|datasets/VCTK-Corpus/wav22/p298/p298_266.wav|I have a theory.
345|datasets/VCTK-Corpus/wav22/p345/p345_144.wav|Throughout the centuries people have explained the rainbow in various ways.
285|datasets/VCTK-Corpus/wav22/p285/p285_368.wav|In each case they were a goal down.
308|datasets/VCTK-Corpus/wav22/p308/p308_186.wav|It is a time bomb.
288|datasets/VCTK-Corpus/wav22/p288/p288_404.wav|Edinburgh, in fact, was not included in the survey.
234|datasets/VCTK-Corpus/wav22/p234/p234_209.wav|All businesses continue to trade.
248|datasets/VCTK-Corpus/wav22/p248/p248_024.wav|It had all been arranged.
308|datasets/VCTK-Corpus/wav22/p308/p308_188.wav|Ask her to bring these things with her from the store.
329|datasets/VCTK-Corpus/wav22/p329/p329_061.wav|The damage from the fire was huge.
271|datasets/VCTK-Corpus/wav22/p271/p271_161.wav|He looked very sharp.
329|datasets/VCTK-Corpus/wav22/p329/p329_117.wav|We're still talking with a few people.
260|datasets/VCTK-Corpus/wav22/p260/p260_006.wav|We are in the end game.
284|datasets/VCTK-Corpus/wav22/p284/p284_124.wav|I'm very lucky.
233|datasets/VCTK-Corpus/wav22/p233/p233_057.wav|When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.
247|datasets/VCTK-Corpus/wav22/p247/p247_117.wav|Washington is consumed by the crisis.)
295|datasets/VCTK-Corpus/wav22/p295/p295_315.wav|He had a different agenda entirely.
298|datasets/VCTK-Corpus/wav22/p298/p298_405.wav|They were very, very anxious and nervous about their personal safety.
280|datasets/VCTK-Corpus/wav22/p280/p280_189.wav|He's got to look after himself now.
306|datasets/VCTK-Corpus/wav22/p306/p306_272.wav|It's just gotten too big.
335|datasets/VCTK-Corpus/wav22/p335/p335_142.wav|That is not an easy thing.
287|datasets/VCTK-Corpus/wav22/p287/p287_125.wav|I think it's about time.
272|datasets/VCTK-Corpus/wav22/p272/p272_125.wav|Their courage, and their honesty, should be respected.
272|datasets/VCTK-Corpus/wav22/p272/p272_183.wav|He can do no wrong.
257|datasets/VCTK-Corpus/wav22/p257/p257_415.wav|But the law is very clear on this.
301|datasets/VCTK-Corpus/wav22/p301/p301_401.wav|They want to avoid a flashpoint.
250|datasets/VCTK-Corpus/wav22/p250/p250_189.wav|It makes for an interesting conference.
243|datasets/VCTK-Corpus/wav22/p243/p243_045.wav|And that is the bottom line - box office.
244|datasets/VCTK-Corpus/wav22/p244/p244_211.wav|These awards will deliver improvements on the ground.
336|datasets/VCTK-Corpus/wav22/p336/p336_156.wav|This idea has been around for four years.
361|datasets/VCTK-Corpus/wav22/p361/p361_374.wav|As good as they come.
228|datasets/VCTK-Corpus/wav22/p228/p228_077.wav|One season, they might do well.
299|datasets/VCTK-Corpus/wav22/p299/p299_023.wav|We've got a great defensive club.
303|datasets/VCTK-Corpus/wav22/p303/p303_202.wav|Partly, but only partly, this is their own fault.
237|datasets/VCTK-Corpus/wav22/p237/p237_309.wav|Graeme was prepared.
283|datasets/VCTK-Corpus/wav22/p283/p283_240.wav|We are not making any comment.
340|datasets/VCTK-Corpus/wav22/p340/p340_036.wav|They were very unfair to him.
258|datasets/VCTK-Corpus/wav22/p258/p258_327.wav|I am very angry.
236|datasets/VCTK-Corpus/wav22/p236/p236_302.wav|The boys are mentally focused.
307|datasets/VCTK-Corpus/wav22/p307/p307_259.wav|However, there are signs of dissent among his colleagues.
253|datasets/VCTK-Corpus/wav22/p253/p253_207.wav|We have got to get the points from this one.
249|datasets/VCTK-Corpus/wav22/p249/p249_164.wav|He was my big brother, my father, my grandfather.
283|datasets/VCTK-Corpus/wav22/p283/p283_103.wav|However, it did not end that way.
281|datasets/VCTK-Corpus/wav22/p281/p281_004.wav|Otherwise, the market may come back.
269|datasets/VCTK-Corpus/wav22/p269/p269_335.wav|On the outside of an airport, it is very difficult.
318|datasets/VCTK-Corpus/wav22/p318/p318_351.wav|This is the logic of punishment assaults.
246|datasets/VCTK-Corpus/wav22/p246/p246_146.wav|She died at her home.
281|datasets/VCTK-Corpus/wav22/p281/p281_127.wav|Here, too, the Post Office has missed the boat.
280|datasets/VCTK-Corpus/wav22/p280/p280_076.wav|When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.
326|datasets/VCTK-Corpus/wav22/p326/p326_180.wav|Last night, he pledged to clear his name.
240|datasets/VCTK-Corpus/wav22/p240/p240_109.wav|It's a question of perception.
334|datasets/VCTK-Corpus/wav22/p334/p334_380.wav|The plot is simple.
345|datasets/VCTK-Corpus/wav22/p345/p345_192.wav|It doesn't make a whole lot of difference.
294|datasets/VCTK-Corpus/wav22/p294/p294_191.wav|You can't get a mortgage.
250|datasets/VCTK-Corpus/wav22/p250/p250_015.wav|There isn't the seriousness of other businesses.
292|datasets/VCTK-Corpus/wav22/p292/p292_139.wav|It is surprising to come back this way.
255|datasets/VCTK-Corpus/wav22/p255/p255_299.wav|No-one has appeared in court in relation to her death.
339|datasets/VCTK-Corpus/wav22/p339/p339_408.wav|It has only been rumours.
275|datasets/VCTK-Corpus/wav22/p275/p275_331.wav|Other members of the family were too upset to comment last night.
230|datasets/VCTK-Corpus/wav22/p230/p230_043.wav|Suddenly, the Fir Park side were in disarray.
341|datasets/VCTK-Corpus/wav22/p341/p341_081.wav|I have not been so angry for years.
283|datasets/VCTK-Corpus/wav22/p283/p283_224.wav|That was the first step.
281|datasets/VCTK-Corpus/wav22/p281/p281_372.wav|A week is a long time in politics.
374|datasets/VCTK-Corpus/wav22/p374/p374_112.wav|This was not a contest.
336|datasets/VCTK-Corpus/wav22/p336/p336_163.wav|Everyone was in tears.
227|datasets/VCTK-Corpus/wav22/p227/p227_099.wav|We are encouraged by the news.
308|datasets/VCTK-Corpus/wav22/p308/p308_400.wav|It plans to return to this field.
306|datasets/VCTK-Corpus/wav22/p306/p306_128.wav|It was extremely foolish behaviour on your part.
288|datasets/VCTK-Corpus/wav22/p288/p288_166.wav|In spite of recent advances, the language is still under threat.
317|datasets/VCTK-Corpus/wav22/p317/p317_394.wav|Just get on with your job.
345|datasets/VCTK-Corpus/wav22/p345/p345_096.wav|He is the Acting and Deputy First Minister.
231|datasets/VCTK-Corpus/wav22/p231/p231_408.wav|A win is a win.
298|datasets/VCTK-Corpus/wav22/p298/p298_257.wav|Stevenson was arrested on Monday morning.
307|datasets/VCTK-Corpus/wav22/p307/p307_134.wav|That, though, was again according to the manager McCall.
361|datasets/VCTK-Corpus/wav22/p361/p361_046.wav|We call it marriage.
249|datasets/VCTK-Corpus/wav22/p249/p249_291.wav|Scotland had great assets.
226|datasets/VCTK-Corpus/wav22/p226/p226_110.wav|It just came into my head that day.
277|datasets/VCTK-Corpus/wav22/p277/p277_002.wav|This is a sector in overall deficit and urgent action is required.
240|datasets/VCTK-Corpus/wav22/p240/p240_103.wav|The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.
295|datasets/VCTK-Corpus/wav22/p295/p295_074.wav|It is, however, an unlikely outcome.
279|datasets/VCTK-Corpus/wav22/p279/p279_251.wav|I can lead by example.
233|datasets/VCTK-Corpus/wav22/p233/p233_345.wav|He may need it.
243|datasets/VCTK-Corpus/wav22/p243/p243_317.wav|The British Government should follow the Irish example.
301|datasets/VCTK-Corpus/wav22/p301/p301_255.wav|They had been together for about three years.
329|datasets/VCTK-Corpus/wav22/p329/p329_318.wav|It might have been a satanic ritual.
330|datasets/VCTK-Corpus/wav22/p330/p330_081.wav|We think all other measures are not exhausted.
245|datasets/VCTK-Corpus/wav22/p245/p245_301.wav|I would miss him.
335|datasets/VCTK-Corpus/wav22/p335/p335_373.wav|Nothing can bring back their son.
272|datasets/VCTK-Corpus/wav22/p272/p272_064.wav|I feel I did not have enough time.
230|datasets/VCTK-Corpus/wav22/p230/p230_044.wav|Clark was desperate to return to the House of Commons.
256|datasets/VCTK-Corpus/wav22/p256/p256_273.wav|Police could not say if the two incidents were connected.
351|datasets/VCTK-Corpus/wav22/p351/p351_021.wav|The devil is in the detail.
376|datasets/VCTK-Corpus/wav22/p376/p376_249.wav|"The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain. "
351|datasets/VCTK-Corpus/wav22/p351/p351_042.wav|It was visibly on fire.
330|datasets/VCTK-Corpus/wav22/p330/p330_111.wav|In essence, the teaching profession has a choice.
307|datasets/VCTK-Corpus/wav22/p307/p307_078.wav|I won't go back to Holland.
262|datasets/VCTK-Corpus/wav22/p262/p262_345.wav|There was no mention of an amnesty in the Belfast Agreement.
335|datasets/VCTK-Corpus/wav22/p335/p335_337.wav|Meanwhile, Rangers will continue to search for a striker.
293|datasets/VCTK-Corpus/wav22/p293/p293_361.wav|Pitt, of course, would play the lead singer.
295|datasets/VCTK-Corpus/wav22/p295/p295_020.wav|Not so, it transpires.
345|datasets/VCTK-Corpus/wav22/p345/p345_351.wav|They were not missing much.
294|datasets/VCTK-Corpus/wav22/p294/p294_369.wav|It is a very disturbing picture for men.
248|datasets/VCTK-Corpus/wav22/p248/p248_366.wav|Last weekend in Germany, he missed the cut.
245|datasets/VCTK-Corpus/wav22/p245/p245_177.wav|Indeed, he does.
263|datasets/VCTK-Corpus/wav22/p263/p263_266.wav|She will attend in July.
297|datasets/VCTK-Corpus/wav22/p297/p297_393.wav|It was more like a Labour Party rally.
308|datasets/VCTK-Corpus/wav22/p308/p308_336.wav|Stalkers are capable of killing.
360|datasets/VCTK-Corpus/wav22/p360/p360_119.wav|There will be no backing down.
351|datasets/VCTK-Corpus/wav22/p351/p351_397.wav|I'm just a piece in the jigsaw.
301|datasets/VCTK-Corpus/wav22/p301/p301_077.wav|It is patently true.
307|datasets/VCTK-Corpus/wav22/p307/p307_255.wav|Cars are great for going long distances.
254|datasets/VCTK-Corpus/wav22/p254/p254_302.wav|The FBI could become involved.
281|datasets/VCTK-Corpus/wav22/p281/p281_417.wav|Anyway, the job will be part-time.
270|datasets/VCTK-Corpus/wav22/p270/p270_111.wav|And does it ?
275|datasets/VCTK-Corpus/wav22/p275/p275_237.wav|He scored a touchdown.
233|datasets/VCTK-Corpus/wav22/p233/p233_347.wav|The commitment was not long, and it was worth the risk.
280|datasets/VCTK-Corpus/wav22/p280/p280_086.wav|He has been chosen as captain because of the person he is.
264|datasets/VCTK-Corpus/wav22/p264/p264_105.wav|It's nice to see a very positive style of football.)
335|datasets/VCTK-Corpus/wav22/p335/p335_143.wav|Asylum is an entirely different issue to race.
298|datasets/VCTK-Corpus/wav22/p298/p298_033.wav|What, they maybe have three Scottish players?
250|datasets/VCTK-Corpus/wav22/p250/p250_294.wav|A shortlist is to be drawn up next month.
228|datasets/VCTK-Corpus/wav22/p228/p228_216.wav|We have to move forward.
229|datasets/VCTK-Corpus/wav22/p229/p229_186.wav|It was by the numbers.
288|datasets/VCTK-Corpus/wav22/p288/p288_207.wav|However, Dundee deserved to win this game.
274|datasets/VCTK-Corpus/wav22/p274/p274_197.wav|Finally, he paid for the movie.)
298|datasets/VCTK-Corpus/wav22/p298/p298_130.wav|This is purely financial.
262|datasets/VCTK-Corpus/wav22/p262/p262_318.wav|The main concern is that it could interfere with air traffic.
316|datasets/VCTK-Corpus/wav22/p316/p316_205.wav|The picture in Glasgow was improving, he added.
228|datasets/VCTK-Corpus/wav22/p228/p228_172.wav|That is very hard, alone.
272|datasets/VCTK-Corpus/wav22/p272/p272_200.wav|At the time, he was a living legend.
363|datasets/VCTK-Corpus/wav22/p363/p363_356.wav|He is obviously very dangerous.
334|datasets/VCTK-Corpus/wav22/p334/p334_316.wav|The move follows a review of the Singapore
244|datasets/VCTK-Corpus/wav22/p244/p244_178.wav|She was there for the start of the campaign.
363|datasets/VCTK-Corpus/wav22/p363/p363_100.wav|Can you believe it?
303|datasets/VCTK-Corpus/wav22/p303/p303_026.wav|I'd go anywhere to work, so long as it's worth it.
311|datasets/VCTK-Corpus/wav22/p311/p311_240.wav|I can't believe we didn't win that game.
246|datasets/VCTK-Corpus/wav22/p246/p246_302.wav|The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.
225|datasets/VCTK-Corpus/wav22/p225/p225_058.wav|In fact, they are the future of investment.
307|datasets/VCTK-Corpus/wav22/p307/p307_065.wav|JOHN Anderson, the former Scottish national coach, is still unearthing talent.
267|datasets/VCTK-Corpus/wav22/p267/p267_207.wav|Last night, he pledged to clear his name.
272|datasets/VCTK-Corpus/wav22/p272/p272_074.wav|My body is clearly capable.
287|datasets/VCTK-Corpus/wav22/p287/p287_354.wav|He's had to suffer for the last six years.
341|datasets/VCTK-Corpus/wav22/p341/p341_168.wav|I've already got them in.
298|datasets/VCTK-Corpus/wav22/p298/p298_035.wav|Who said impatience is a virtue?
259|datasets/VCTK-Corpus/wav22/p259/p259_275.wav|But we have built a platform for next season.)
236|datasets/VCTK-Corpus/wav22/p236/p236_256.wav|Now, suddenly, we have this new landscape.
259|datasets/VCTK-Corpus/wav22/p259/p259_136.wav|I will have to order its destruction.)
343|datasets/VCTK-Corpus/wav22/p343/p343_087.wav|Would they work together again?
333|datasets/VCTK-Corpus/wav22/p333/p333_047.wav|It has come as a bombshell.
232|datasets/VCTK-Corpus/wav22/p232/p232_066.wav|Ms McNeill was killed on impact.
236|datasets/VCTK-Corpus/wav22/p236/p236_249.wav|I have a kind of love affair with Hollywood.
229|datasets/VCTK-Corpus/wav22/p229/p229_304.wav|The problem in Norway is outside the National.
229|datasets/VCTK-Corpus/wav22/p229/p229_157.wav|Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.
264|datasets/VCTK-Corpus/wav22/p264/p264_091.wav|He remains a main board director of Royal.)
266|datasets/VCTK-Corpus/wav22/p266/p266_208.wav|They seem to get away with it.
244|datasets/VCTK-Corpus/wav22/p244/p244_360.wav|It sounds like an appalling, tragic incident.
293|datasets/VCTK-Corpus/wav22/p293/p293_248.wav|The people here are quite reserved.
343|datasets/VCTK-Corpus/wav22/p343/p343_009.wav|Is it the flight?
336|datasets/VCTK-Corpus/wav22/p336/p336_364.wav|It left me with a sadness.
272|datasets/VCTK-Corpus/wav22/p272/p272_232.wav|Peace was won.
257|datasets/VCTK-Corpus/wav22/p257/p257_066.wav|We're in shock.
254|datasets/VCTK-Corpus/wav22/p254/p254_126.wav|People look, but no one ever finds it.
318|datasets/VCTK-Corpus/wav22/p318/p318_329.wav|Every school in Scotland should be excellent.
276|datasets/VCTK-Corpus/wav22/p276/p276_114.wav|How independent is that ?
266|datasets/VCTK-Corpus/wav22/p266/p266_305.wav|My son was too young to die.
374|datasets/VCTK-Corpus/wav22/p374/p374_009.wav|They are a good team.
253|datasets/VCTK-Corpus/wav22/p253/p253_241.wav|In short, the Scottish excess is not difficult to justify.
300|datasets/VCTK-Corpus/wav22/p300/p300_162.wav|Another suggestion was dismissed by Virgin.
277|datasets/VCTK-Corpus/wav22/p277/p277_195.wav|The document argues that culture is at the heart of Scottish society.
260|datasets/VCTK-Corpus/wav22/p260/p260_340.wav|Crucially, though, United were still alive.
351|datasets/VCTK-Corpus/wav22/p351/p351_219.wav|It's only tackling congestion.
298|datasets/VCTK-Corpus/wav22/p298/p298_301.wav|This was the classical period of Beethoven.
227|datasets/VCTK-Corpus/wav22/p227/p227_294.wav|Charles Gordon, leader of Glasgow City Council declined to comment.
311|datasets/VCTK-Corpus/wav22/p311/p311_141.wav|It's been such a waste of money.
233|datasets/VCTK-Corpus/wav22/p233/p233_165.wav|It is unusual.
278|datasets/VCTK-Corpus/wav22/p278/p278_188.wav|Who was she ?
288|datasets/VCTK-Corpus/wav22/p288/p288_394.wav|In essence, the teaching profession has a choice.
248|datasets/VCTK-Corpus/wav22/p248/p248_081.wav|The main concern is that it could interfere with air traffic.
257|datasets/VCTK-Corpus/wav22/p257/p257_346.wav|He demanded to speak to the boss.
340|datasets/VCTK-Corpus/wav22/p340/p340_203.wav|This has been a difficult time for me.
266|datasets/VCTK-Corpus/wav22/p266/p266_348.wav|We've tried every other way.
259|datasets/VCTK-Corpus/wav22/p259/p259_215.wav|The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases. )
278|datasets/VCTK-Corpus/wav22/p278/p278_003.wav|This remains the party's policy.
251|datasets/VCTK-Corpus/wav22/p251/p251_290.wav|That's no bad thing.
302|datasets/VCTK-Corpus/wav22/p302/p302_242.wav|It should have a health warning - it is addictive.
295|datasets/VCTK-Corpus/wav22/p295/p295_309.wav|It's part of your life.
231|datasets/VCTK-Corpus/wav22/p231/p231_032.wav|Among them are many criminals.
265|datasets/VCTK-Corpus/wav22/p265/p265_129.wav|Instead, he was informed to join the line of creditors.
261|datasets/VCTK-Corpus/wav22/p261/p261_044.wav|Do I think about them often ?
376|datasets/VCTK-Corpus/wav22/p376/p376_157.wav|"In short, the Scottish excess is not difficult to justify."
302|datasets/VCTK-Corpus/wav22/p302/p302_073.wav|These men could be anywhere in the world.
278|datasets/VCTK-Corpus/wav22/p278/p278_031.wav|The statement contained no surprises.
305|datasets/VCTK-Corpus/wav22/p305/p305_042.wav|And we still have to pay his salary.
299|datasets/VCTK-Corpus/wav22/p299/p299_205.wav|Also, he was flawed.
229|datasets/VCTK-Corpus/wav22/p229/p229_255.wav|We will give a formal response to the report in due course.
268|datasets/VCTK-Corpus/wav22/p268/p268_208.wav|Labour will almost certainly remain in control.
302|datasets/VCTK-Corpus/wav22/p302/p302_025.wav|You do have a way out.
294|datasets/VCTK-Corpus/wav22/p294/p294_253.wav|She is an imposing presence.
298|datasets/VCTK-Corpus/wav22/p298/p298_318.wav|It wasn't a conscious decision not to shout.
326|datasets/VCTK-Corpus/wav22/p326/p326_093.wav|There we were on the first tee.
284|datasets/VCTK-Corpus/wav22/p284/p284_315.wav|Almost the day after the election, the battle lines were drawn.
313|datasets/VCTK-Corpus/wav22/p313/p313_313.wav|But then they scored their fourth.
227|datasets/VCTK-Corpus/wav22/p227/p227_320.wav|This will impact on us.
374|datasets/VCTK-Corpus/wav22/p374/p374_125.wav|I had a good life at Rangers.
317|datasets/VCTK-Corpus/wav22/p317/p317_258.wav|I haven't just gone in, done a three-hour rehearsal, and gone.
308|datasets/VCTK-Corpus/wav22/p308/p308_406.wav|Which means it matters.
311|datasets/VCTK-Corpus/wav22/p311/p311_356.wav|Then there's the Old Firm.
293|datasets/VCTK-Corpus/wav22/p293/p293_147.wav|Apart from that, they would not be making any comment.
279|datasets/VCTK-Corpus/wav22/p279/p279_299.wav|We have always maintained that we would never abandon Scottish football.
333|datasets/VCTK-Corpus/wav22/p333/p333_216.wav|No-one else is like Michael Jackson.
305|datasets/VCTK-Corpus/wav22/p305/p305_371.wav|I've put my own money into this project.
314|datasets/VCTK-Corpus/wav22/p314/p314_006.wav|That is nearly four people every day.
230|datasets/VCTK-Corpus/wav22/p230/p230_099.wav|It's got to come from me.
335|datasets/VCTK-Corpus/wav22/p335/p335_275.wav|Partition is not an option.
335|datasets/VCTK-Corpus/wav22/p335/p335_254.wav|He will emerge as a world leader.
333|datasets/VCTK-Corpus/wav22/p333/p333_296.wav|THE arrow was aimed at the heart.
231|datasets/VCTK-Corpus/wav22/p231/p231_453.wav|The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.
312|datasets/VCTK-Corpus/wav22/p312/p312_232.wav|I am still waiting for a reply.
298|datasets/VCTK-Corpus/wav22/p298/p298_105.wav|It will be very useful for us.
285|datasets/VCTK-Corpus/wav22/p285/p285_065.wav|Something is wrong.
244|datasets/VCTK-Corpus/wav22/p244/p244_276.wav|We have an election in eight days.
255|datasets/VCTK-Corpus/wav22/p255/p255_093.wav|We'll have to work hard today.
232|datasets/VCTK-Corpus/wav22/p232/p232_149.wav|She is well balanced.
239|datasets/VCTK-Corpus/wav22/p239/p239_289.wav|The partnership was set up during the summer.
271|datasets/VCTK-Corpus/wav22/p271/p271_145.wav|I believe the gap is nearly there.
299|datasets/VCTK-Corpus/wav22/p299/p299_123.wav|We should be trying to keep him in.
256|datasets/VCTK-Corpus/wav22/p256/p256_031.wav|I've been in two finals, and I've got a medal.
268|datasets/VCTK-Corpus/wav22/p268/p268_070.wav|My daughter is an adult.
288|datasets/VCTK-Corpus/wav22/p288/p288_275.wav|We shall rely on human beings.
257|datasets/VCTK-Corpus/wav22/p257/p257_318.wav|The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.
227|datasets/VCTK-Corpus/wav22/p227/p227_169.wav|However, this move is dependent upon the sale of the existing site.
279|datasets/VCTK-Corpus/wav22/p279/p279_216.wav|They should come forward.
274|datasets/VCTK-Corpus/wav22/p274/p274_099.wav|Before the game we went for a pint.)
299|datasets/VCTK-Corpus/wav22/p299/p299_167.wav|Horses have some sense.
277|datasets/VCTK-Corpus/wav22/p277/p277_041.wav|The plot is minimal.
339|datasets/VCTK-Corpus/wav22/p339/p339_003.wav|Should he resign?
317|datasets/VCTK-Corpus/wav22/p317/p317_345.wav|For starters, many of the Scotland team didn't turn up.
246|datasets/VCTK-Corpus/wav22/p246/p246_096.wav|It is a memorial.
293|datasets/VCTK-Corpus/wav22/p293/p293_148.wav|Seven people were later detained by police.
363|datasets/VCTK-Corpus/wav22/p363/p363_258.wav|I want to make a difference.
282|datasets/VCTK-Corpus/wav22/p282/p282_159.wav|The proposals are to be debated on Monday by city councillors.
364|datasets/VCTK-Corpus/wav22/p364/p364_158.wav|There is nothing wrong with that.
302|datasets/VCTK-Corpus/wav22/p302/p302_079.wav|To the Hebrews it was a token that there would be no more universal floods.
244|datasets/VCTK-Corpus/wav22/p244/p244_107.wav|Was it the wife ?
374|datasets/VCTK-Corpus/wav22/p374/p374_209.wav|We are satisfied with this outcome.
363|datasets/VCTK-Corpus/wav22/p363/p363_187.wav|The progress has been steady.
277|datasets/VCTK-Corpus/wav22/p277/p277_447.wav|It was a lot of hard work, but it wasn't difficult.
335|datasets/VCTK-Corpus/wav22/p335/p335_212.wav|It's all too short term.
281|datasets/VCTK-Corpus/wav22/p281/p281_314.wav|I said she was very young.
303|datasets/VCTK-Corpus/wav22/p303/p303_352.wav|Don't say you have not been warned.
250|datasets/VCTK-Corpus/wav22/p250/p250_033.wav|We are aiming for early March.
363|datasets/VCTK-Corpus/wav22/p363/p363_132.wav|Clearly, there was a mix-up.
330|datasets/VCTK-Corpus/wav22/p330/p330_373.wav|Suspension will come into force at midnight.
310|datasets/VCTK-Corpus/wav22/p310/p310_315.wav|It might not survive the process.
295|datasets/VCTK-Corpus/wav22/p295/p295_395.wav|Next league matches, Dundee United - Motherwell.
248|datasets/VCTK-Corpus/wav22/p248/p248_063.wav|He could face a jail sentence.
340|datasets/VCTK-Corpus/wav22/p340/p340_132.wav|It shows the right amount of progress.
